City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
593,Saint-Georges,12.0564,-61.7485,80.28,83,75,28.77,GD,2022-06-13 18:49:58
594,Los Algarrobos,8.5,-82.4333,81.01,74,40,4.61,PA,2022-06-13 18:54:57
595,Banes,20.9625,-75.7186,85.68,69,95,13.98,CU,2022-06-13 18:54:57
596,Tartagal,-22.5164,-63.8013,73.74,26,0,8.43,AR,2022-06-13 18:54:58
597,Chilca,-12.5211,-76.7372,63.93,78,94,6.69,PE,2022-06-13 18:54:58
598,Svetlyy,54.675,20.1347,57.96,79,7,12.26,RU,2022-06-13 18:54:58
599,Chipata,-13.6333,32.65,56.97,53,12,3.96,ZM,2022-06-13 18:54:58
600,Poum,-20.2333,164.0167,73.53,92,100,11.34,NC,2022-06-13 18:54:59
601,Crotone,39.0851,17.1178,74.01,63,0,2.06,IT,2022-06-13 18:54:59
602,Bloomfield,40.8068,-74.1854,89.17,61,20,4.61,US,2022-06-13 18:51:24
603,Taitung,22.7583,121.1444,81.03,75,100,4.85,TW,2022-06-13 18:54:59
604,Hendek,40.7994,30.7481,63.57,96,24,2.8,TR,2022-06-13 18:55:00
605,Cochabamba,-17.3895,-66.1568,67.75,14,0,3.44,BO,2022-06-13 18:54:46
606,Marysville,48.0518,-122.1771,60.42,82,100,8.05,US,2022-06-13 18:50:52
607,Mnogovershinnyy,53.9353,139.9242,52.47,90,98,2.33,RU,2022-06-13 18:55:00
608,Amparafaravola,-17.5833,48.2167,56.89,98,24,6.06,MG,2022-06-13 18:55:00
609,Shanghai,31.2222,121.4581,70.93,88,75,4.47,CN,2022-06-13 18:55:01
610,Fare,-16.7,-151.0167,79.59,68,0,20.85,PF,2022-06-13 18:55:01
611,Longhua,23.6137,114.1919,75.27,98,100,1.48,CN,2022-06-13 18:55:01
612,Seka,17.9285,103.9552,78.48,86,100,1.99,TH,2022-06-13 18:55:02
613,Gobabis,-22.45,18.9667,57.67,37,0,11.86,NA,2022-06-13 18:55:02
614,Kot Addu,30.4692,70.9671,96.33,21,100,5.7,PK,2022-06-13 18:55:02
615,Puerto Baquerizo Moreno,-0.9,-89.6,77.99,69,40,13.8,EC,2022-06-13 18:52:41
616,Tornio,65.8481,24.1466,59.02,87,38,3.94,FI,2022-06-13 18:55:03
617,Le Port,-20.9373,55.2919,72.25,70,86,11.39,RE,2022-06-13 18:55:03
618,Kloulklubed,7.0419,134.2556,77.5,75,97,12.71,PW,2022-06-13 18:55:03
619,Kerman,30.2832,57.0788,80.46,26,20,6.91,IR,2022-06-13 18:55:04
620,Biggar,55.6167,-3.5167,55.69,83,100,9.8,GB,2022-06-13 18:55:04
621,Bom Jardim,-7.7958,-35.5872,77.34,80,11,8.34,BR,2022-06-13 18:55:04
622,Mbandaka,0.0487,18.2603,72.52,88,100,3.53,CD,2022-06-13 18:55:05
623,Truckee,39.328,-120.1833,65.08,40,0,14.97,US,2022-06-13 18:55:05
624,Borba,-4.3878,-59.5939,79.93,84,82,2.98,BR,2022-06-13 18:55:05
625,Lorengau,-2.0226,147.2712,82.24,74,72,11.7,PG,2022-06-13 18:55:05
626,Jalacingo,19.8,-97.3,72.34,49,99,9.35,MX,2022-06-13 18:55:06
627,Brest,52.1,23.7,57.36,96,100,6.89,BY,2022-06-13 18:55:06
628,Griffith,41.5284,-87.4237,90.3,67,75,9.22,US,2022-06-13 18:55:06
629,Moose Factory,51.2585,-80.6094,75.2,49,0,10.36,CA,2022-06-13 18:55:07
630,Batagay-Alyta,67.8006,130.4114,53.04,72,100,3.11,RU,2022-06-13 18:55:07
631,Iquitos,-3.7481,-73.2472,78.84,61,75,9.22,PE,2022-06-13 18:54:59
632,Olecko,54.0337,22.507,53.89,97,100,12.64,PL,2022-06-13 18:55:07
633,Qasigiannguit,68.8193,-51.1922,33.01,88,97,8.57,GL,2022-06-13 18:55:08
634,Glendive,47.1053,-104.7125,70.75,72,100,8.05,US,2022-06-13 18:55:08
635,Kenai,60.5544,-151.2583,52.14,87,100,6.91,US,2022-06-13 18:51:52
636,Slave Lake,55.2834,-114.769,57.18,77,20,9.22,CA,2022-06-13 18:50:16
637,Russell,32.3502,-85.1999,96.91,55,20,0.0,US,2022-06-13 18:55:08
638,Imeni Poliny Osipenko,52.4201,136.4853,56.79,93,100,5.75,RU,2022-06-13 18:55:09
639,Salinopolis,-0.6136,-47.3561,83.41,69,4,10.89,BR,2022-06-13 18:55:09
640,Diamantino,-14.4086,-56.4461,76.53,33,45,7.4,BR,2022-06-13 18:55:09
641,Alofi,-19.0595,-169.9187,73.29,100,75,8.05,NU,2022-06-13 18:55:10
642,Morehead,37.2711,-87.1764,94.78,65,0,6.91,US,2022-06-13 18:55:10
643,Kokuy,52.2037,117.5529,52.74,86,100,0.98,RU,2022-06-13 18:55:10
644,Kuopio,62.8924,27.677,62.55,63,59,6.91,FI,2022-06-13 18:55:11
645,Serenje,-13.2325,30.2352,51.8,68,0,5.59,ZM,2022-06-13 18:55:11
646,Corinto,37.9407,22.9573,78.42,66,5,3.0,GR,2022-06-13 18:55:11
647,Garden City,42.3256,-83.331,83.16,51,7,7.29,US,2022-06-13 18:55:11
648,Jutai,-5.1833,-68.9,79.18,56,93,4.7,BR,2022-06-13 18:55:12
649,Pauini,-7.7136,-66.9764,82.65,50,37,3.13,BR,2022-06-13 18:55:12
650,Saurimo,-9.6608,20.3916,65.95,40,0,3.38,AO,2022-06-13 18:55:12
651,Panhala,16.8167,74.1167,70.95,86,16,6.78,IN,2022-06-13 18:55:13
652,Limulunga,-15.0969,23.1376,59.2,50,0,1.23,ZM,2022-06-13 18:55:13
653,Makakilo City,21.3469,-158.0858,80.92,61,0,14.97,US,2022-06-13 18:51:37
654,Lamar,33.6668,-95.5836,98.98,55,0,12.66,US,2022-06-13 18:55:13
655,Manbij,36.5281,37.9549,69.64,68,0,19.8,SY,2022-06-13 18:55:14
656,Newala,-10.9431,39.2787,62.04,90,50,5.17,TZ,2022-06-13 18:55:14
657,Hibbing,47.4272,-92.9377,64.0,58,100,10.36,US,2022-06-13 18:55:14
658,Kytmanovo,53.4593,85.4479,64.63,89,100,3.96,RU,2022-06-13 18:55:15
659,Sobolevo,54.4299,31.8996,57.02,84,100,3.44,RU,2022-06-13 18:55:15
660,Kapuskasing,49.4169,-82.4331,73.49,46,75,4.61,CA,2022-06-13 18:54:41
661,Sisimiut,66.9395,-53.6735,36.32,66,23,19.39,GL,2022-06-13 18:55:15
662,Simeykyne,48.3264,39.5337,66.9,52,4,4.52,UA,2022-06-13 18:55:15
663,Mayo,38.8876,-76.5119,94.17,66,0,4.61,US,2022-06-13 18:55:16
664,Presidente Medici,-11.1753,-61.9014,81.61,48,43,4.97,BR,2022-06-13 18:55:16
665,Yeniseysk,58.4497,92.1703,57.2,95,0,2.55,RU,2022-06-13 18:55:16
666,Yar-Sale,66.8333,70.8333,44.83,79,100,19.01,RU,2022-06-13 18:55:17
667,De Aar,-30.6497,24.0123,59.7,42,100,19.6,ZA,2022-06-13 18:55:17
668,Katesh,-4.5167,35.3833,60.51,66,95,5.28,TZ,2022-06-13 18:55:17
669,Anadyr,64.75,177.4833,43.3,56,0,11.18,RU,2022-06-13 18:55:17
670,Tawang,27.5833,91.8667,55.65,98,100,1.61,IN,2022-06-13 18:55:18
671,Douglas,41.3,-96.167,98.51,38,0,25.32,US,2022-06-13 18:55:18
672,Lubango,-14.9172,13.4925,54.16,41,0,5.86,AO,2022-06-13 18:55:18
